id,lat,lon,score
0,56.22829971459753,43.945534601732845,0.08052347019112
1,56.83424361494684,53.14154343781356,0.1044240574410063
2,45.04229880032483,41.9901700311052,0.0676146953833453
3,59.84940815387751,30.387762269215937,0.0880379004333904
4,59.83964254203264,30.304308069852,0.0996859723311997
5,60.040549154880296,30.392387553505063,0.0617679381492943
6,55.68170669946954,37.580772658551176,0.3148854210595325
7,53.39858299791659,58.97995477160538,0.3357363250841809
8,57.099150074794544,65.56969727084844,0.1079260191436303
9,59.82630308173593,30.32705375739737,0.1292426553103802
10,55.82314686273473,37.52525496085629,0.0853676348440457
11,55.74668175424702,37.76004737511614,0.0416874778981729
12,54.977358448926616,83.0986887943096,0.078455252017375
13,55.79055930858299,49.17634960488585,0.0827755268460366
14,59.93865497662944,30.486928274800917,0.0574193149845857
15,59.92805416747655,30.30188071065936,0.3398337809189177
16,55.83778278295674,49.08722458236097,0.0882685663250773
17,56.833499424967705,35.9236323357666,0.0587045680304144
18,55.86347085572034,37.47894048700816,0.040855608298904
19,59.83226959980931,30.1473960487358,0.0461495263266788
20,59.95792314113595,30.31319742655803,0.0964471559465931
21,58.052645418958,56.35245354946975,0.0521929754658493
22,55.541129268645854,37.48641651786977,0.0675247786242328
23,55.8223007481981,49.03270598186354,0.1024953164057831
24,55.583361819938936,37.66267839841771,0.1052481355389036
25,55.26225654640411,61.39739075019672,0.0714557498392929
26,52.595260331676094,39.59403927633439,0.0827893463912568
27,58.027884899222016,56.00371788895479,0.0851431522987486
28,55.81569185251716,49.10827175621061,0.0491012925996936
29,56.13018089220486,47.26981730048792,0.1152989995786455
30,59.93915818371678,30.47522347277526,0.0661314046072946
31,57.703637449525885,39.766113224481,0.0847550759856867
32,55.65316791650842,37.645420070451735,0.1086601607938644
33,55.34278723806606,86.10767554433035,0.085639842186036
34,59.95716113990208,30.310500487227557,0.300490728571183
35,54.63059002381636,39.65499646344993,0.0500124731275636
36,59.93591054801457,30.23843535919546,0.1115453564483338
37,55.712261413079815,37.73077826027394,0.0708173961805896
38,51.50042579529489,45.9156331853046,0.0665693881569353
39,48.79205230876688,44.58319028080504,0.1189657110449535
40,55.87962705598871,37.68379665591343,0.0702403769834478
41,55.82407038560108,49.07308430988145,0.3027174761174439
42,59.959554062387056,30.30410330459096,0.3063284876243879
43,56.87154486630615,53.27954446167453,0.1199886418658595
44,59.93805764980055,30.2383411822808,0.082622595585891
45,59.89273379113714,30.48311241751355,0.1253287519474596
46,55.68511855565052,37.7375758068894,0.0701422855813919
47,55.76355640773933,49.18342825198316,0.0772308346332089
48,59.95759080394285,30.30715761738157,0.3170997600808566
49,56.27555915414978,44.05331864914034,0.0943784170111137
50,51.68652233254776,39.21113213726588,0.1374635882952578
51,55.816336225196174,37.405250159805966,0.0842439846260742
52,55.84686402492735,37.47697856831704,0.1257504827375858
53,51.66707706124403,39.18541564938969,0.1244198097729435
54,47.23456564640416,39.695605161990166,0.0709777346687186
55,55.65133339252132,37.5535378482614,0.2901627538925029
56,54.30819422934084,48.39206731803306,0.1059332002048564
57,58.0501263984758,56.3518115968925,0.1255709822151128
58,55.835511497267255,49.080890092115744,0.2948743154265598
59,55.18007428874805,61.297270983667474,0.052896213216044
60,55.703726634358944,37.473536425980576,0.0874794039988504
61,55.78528910351295,49.12672809413306,0.052049493147482
62,59.95061275680583,30.26684285731885,0.0948065129971019
63,55.645589348471766,37.48385625368112,0.0820390625747491
64,55.613936663651714,37.26219150560641,0.0720591995265733
65,53.19429477066482,45.03712101245313,0.1041797570002218
66,55.77402220855136,49.13753855702963,0.1019812785868182
67,60.03752114834585,30.33127596447458,0.104906739930561
68,53.21772794998415,50.26492362604455,0.1011637877555557
69,51.619596656907405,39.06241436236563,0.1048687984787277
70,55.85874940476418,37.42413239853832,0.0559987888713723
71,43.44745933181698,39.91501279474804,0.0874608606346537
72,57.62848957565592,39.85579249877632,0.0641454091785064
73,60.01629961180846,30.337166562295785,0.143084408668347
74,55.62325456982101,37.74189657395261,0.1052860474091362
75,55.14190079490089,61.4122965379167,0.1059846747216273
76,55.71906107916681,52.368628429614674,0.1399404710413511
77,51.703053643224585,39.13805190523462,0.1005232014026075
78,56.14712998259712,47.22597806534345,0.1142491414438337
79,55.24175642805866,61.365875122986125,0.0934874696568515
80,56.82819629792456,60.63164850113608,0.5472653907029142
